pos	sem	tok
PRON VERB NOUN PUNCT	PRO ENS CON NIL	We buy CDs .
PROPN VERB ADP DET NOUN PUNCT NOUN PUNCT	PER EPS REL DEF CON NIL	Tom returned to the witness~stand .
DET NOUN VERB ADP PRON NOUN PUNCT ADP PUNCT NOUN PUNCT	PRX CON ENS REL HAS ROL NIL	This hotel belongs to my brother-in-law .
PRON AUX AUX VERB ADP DET NOUN PUNCT	PRO NOW IST REL DEF CON NIL	I 'm used to the noise .
PRON VERB VERB ADJ PUNCT	PRO NOW IST NIL	I 'm messy .
PRON VERB PUNCT	DST ENS NIL	That stinks .
PRON VERB PRON NOUN AUX ADJ PUNCT ADP ADJ PUNCT	PRO ENS HAS ROL NOW INT IST NIL	I think my girlfriend is kind~of cute .
PROPN PROPN PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Muhammad~Ali was an American boxer .
DET ADJ NOUN VERB PRON PUNCT	DIS DEG CON EPS PRO NIL	A cold bath refreshed him .
PROPN AUX PROPN PART NOUN NOUN PUNCT	PER ENS PER HAS PST ROL NIL	Mary is Tom 's ex wife .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	She watered her horse .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Dan drove to the river .
PRON VERB NUM NOUN ADP DET PROPN PROPN PROPN NOUN PUNCT	PRO EPS QUC CON REL DEF ORG CON NIL	We purchased 10,000 shares of the General~Motors stock .
PRON VERB PUNCT	QUE EPS QUE	Who died ?
PRON AUX VERB ADP PROPN PUNCT	PRO FUT EXS REL CON NIL	I 'd suffer from claustrophobia .
DET NOUN AUX VERB NOUN PUNCT	DEF CON NOW EXG CON NIL	The wind is blowing east .
DET NOUN AUX PART ADV ADJ ADP DET NOUN PUNCT	PRX CON NOW NOT EQU IST REL DST CON NIL	This book is n't as easy as that one .
PRON NOUN AUX PROPN CCONJ PRON VERB NOUN PUNCT	HAS CON ENS LIT COO PRO ENS CON NIL	Her name is Hope and she loves cats .
NUM NOUN NUM AUX NUM PUNCT	QUC CON QUC EXS QUC NIL	Two times seven is fourteen .
PRON VERB VERB ADJ ADV ADV PUNCT	PRO NOW IST EQU NOW NIL	I 'm drunk right now .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	He slept in the car .
PRON AUX PART VERB NOUN PUNCT NOUN PUNCT	PRO NOW NOT EXS CON NIL	I do n't use birth~control .
NOUN PRON VERB ADP PRON NUM PUNCT NOUN PUNCT ADJ NOUN ADP NOUN PUNCT	NOW PRO EPS REL HAS QUC NIL UOM NIL DEG ROL REL CON NIL	Today I picked up my four - year - old nephew from kindergarten .
PROPN VERB ADP DET NOUN CCONJ VERB DET NOUN PUNCT	PER EPS REL DEF CON COO EPS DEF CON NIL	Tom arrived at the gate and rang the bell .
PRON VERB PRON ADJ PUNCT NOUN PUNCT	PRO EPS PRO CON NIL	I brought you hot~chocolate .
PRON VERB PART VERB DET NOUN NOUN PUNCT	PRO ENS NIL EXS DIS QUC CON NIL	I want to buy a dozen donuts .
PRON AUX ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	I am allergic to pollen .
PRON VERB PROPN PROPN CCONJ SYM PROPN NOUN PUNCT	PRO ENS ORG CON NIL	He sings Simon~and~Garfunkel songs .
PRON AUX PART VERB DET NOUN PUNCT	PRO POS NOT EXS PRX CON NIL	I ca n't squeeze this orange .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	It 's dry .
DET NOUN VERB PRON NOUN ADP DET NOUN PUNCT	DEF ROL EPS HAS CON REL DIS CON NIL	The nurse took his temperature with a thermometer .
PRON AUX VERB ADP NUM PUNCT	PRO FUT EXS REL CLO NIL	I will return at 6:30 .
PRON NOUN ADV VERB PRON PUNCT	HAS ROL AND ENS PRO NIL	Her mother always accompanies her .
ADV NUM PUNCT NUM SYM NUM NOUN VERB PUNCT	LES QUC CON EPS NIL	Almost sixty-nine~million people voted .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom scratched his head .
AUX PRON ADJ ADP PROPN PUNCT	PST PRO MOR REL PER QUE	Were you younger than Ellen ?
PRON VERB VERB NOUN PUNCT	PRO ENS EXG CON NIL	I like playing chess .
DET NOUN AUX VERB PART VERB ADV ADP DET NOUN PUNCT	DEF CON NOW EXT NIL EXS REL REL DEF CON NIL	The city has decided to do away with the streetcar .
PRON AUX NOUN PUNCT ADP ADJ PUNCT	PRO NOW INT IST NIL	It 's sort~of strange .
PRON AUX VERB DET NOUN DET NOUN PUNCT	PRO NOW EXG DIS CON AND CON NIL	I am keeping a diary every day .
DET NOUN AUX VERB PROPN PUNCT	DIS CON NOW EXG GPE NIL	A typhoon is approaching Japan .
PRON NOUN VERB PUNCT	HAS CON ENS NIL	His stomach growls .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom unlocked his briefcase .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	He tricked me .
DET NOUN AUX AUX VERB PUNCT	DEF CON NOW PRG EXS NIL	The bridge is being repaired .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	They 're amused .
PRON AUX ADJ PUNCT ADP ADJ PUNCT	DST NOW INT IST NIL	That 's kind~of vague .
PRON VERB PART VERB DET NOUN PUNCT	PRO ENS NIL EXS DIS CON NIL	I want to eat a mango .
PROPN AUX VERB ADP PROPN PROPN PROPN PUNCT	PER PST EXS REL GEO NIL	J.F.~Kennedy was buried in Arlington~Cemetery .
PROPN PART NOUN ADP DET NOUN PUNCT	PER NOW IST REL DEF CON NIL	Joe 's nuts about the girl .
DET NOUN PART NOUN AUX ADV ADJ PUNCT	DEF CON HAS ROL NOW NOW IST NIL	The ship 's crew is now complete .
PRON AUX DET ADJ ADJ NOUN PUNCT	PRO NOW INT DEG NIL	It 's a~little small .
PROPN PROPN PROPN AUX VERB NUM NOUN PUNCT	PER NOW EXT QUC CON NIL	Jerry~Reinsdorf has won 7 championships .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Vance worked with Hooper .
PROPN PROPN PROPN AUX VERB ADP NOUN ADP PROPN PROPN PROPN PROPN PROPN PUNCT	PER PST EXS REL CON REL ORG NIL	Nick~Leeson was arrested for collapse of Barings~Bank~PLC .
SCONJ PRON VERB NOUN PUNCT PRON AUX VERB PRON PUNCT	SUB PRO EXS CON NIL PRO POS EXS PRO NIL	If I had money , I could buy it .
PRON NOUN VERB ADP DET NOUN PUNCT	HAS ROL ENS APX DEF CON NIL	My uncle lives near the school .
PRON VERB ADP PRON ADP DET ADJ NOUN PUNCT	PRO EPS REL PRO REL DEF ORD CON NIL	I competed with him for the first prize .
PRON VERB NUM NOUN ADP PRON PUNCT	PRO EPS QUC UOM REL PRO NIL	I paid five dollars to him .
PRON VERB DET NOUN ADP PRON NOUN PUNCT CCONJ PRON AUX PART VERB DET PRON AUX PUNCT	PRO EPS DIS CON REL HAS CON NIL BUT PRO NOW NOT EXS HAS PRO ENS NIL	I found a note on my desk , but I do n't know whose it is .
PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRO EPS HAS CON REL DEF CON NIL	She pressed her nose against the glass .
DET NOUN AUX ADV ADJ PUNCT	DEF CON PST EQU IST NIL	The newspapers were as violent .
PRON VERB SCONJ PROPN PROPN AUX VERB PRON NOUN PUNCT	PRO EPS SUB ROL PER PST EXT HAS CON NIL	He claimed that Ms Kleding had overstepped her competences .
PRON VERB ADJ NOUN PROPN PROPN PROPN ADP NUM NOUN PUNCT NUM CCONJ NUM PUNCT	PRO EPS GPO ROL PER REL QUC CON REL SCO GRP SCO NIL	He defeated Swedish player Stefan~Edberg in two sets , 6:4 and 6:2 .
PRON AUX NOUN VERB PUNCT	QUE NOW CON EXS QUE	What do grasshoppers eat ?
PRON AUX DET NOUN ADP PROPN PUNCT PROPN PART NOUN PUNCT	QUE ENS DEF CON REL PER HAS ROL QUE	What is the name of Bill~Clinton 's wife ?
DET NOUN AUX PROPN SYM PROPN PROPN PROPN PUNCT PROPN AUX VERB PUNCT	QUE CON PST PER NIL IST PST EXS QUE	What day did Martin~Luther~King , Jr. get assassinated ?
DET NOUN AUX DET NOUN PUNCT NOUN NOUN PUNCT PROPN NOUN PUNCT	QUE CON PST DEF ROL PER EXS QUE	What instrument did the jazz~musician Art~Tatum play ?
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	I dropped my apple .
PRON AUX PART ADJ ADP PUNCT PRON PUNCT	PRO NOW NOT IST EMP NIL	He is n't happy at~all .
PROPN VERB ADP PROPN NOUN PUNCT	PER EPS REL GPE PST NIL	Tom left for Boston yesterday .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW COL NIL	His book is red .
DET NOUN AUX ADJ PUNCT	DST CON NOW GPO NIL	That man is Kenyan .
PROPN VERB ADP ADP ADJ NOUN PUNCT	PER EPS REL REL CON CON NIL	Tom dozed off in French class .
DET NOUN VERB ADV PUNCT	DEF ROL EPS REL NIL	The thief ran away .
PRON AUX ADJ ADP NOUN PUNCT NOUN PUNCT	PRO NOW IST REL CON NIL	He is fond of chocolate~cake .
PRON VERB ADP DET NOUN PUNCT NOUN PUNCT	PRO ENS REL DEF CON NIL	She drives to the gas~station .
DET NOUN AUX ADJ PUNCT	DEF CON NOW COL NIL	The car is green .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	You 're right .
PRON AUX VERB ADP NOUN PUNCT	PRO FUT EXS REL CON NIL	I 'll go by taxi .
PRON VERB PRON NOUN PUNCT	DST ENS HAS ROL NIL	That ’s his fiancée .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXG DIS CON NIL	Tom is sharpening a knife .
PRON VERB DET NOUN ADP PROPN PUNCT	PRO EPS DIS SCO REL CON NIL	I got an A in French .
SCONJ ADJ AUX PRON ADJ PUNCT	QUE QUV NOW PRX IST QUE	How much is this worth ?
AUX PROPN VERB PUNCT	PST PER EXS QUE	Was Tom rescued ?
PRON VERB DET NOUN ADJ PUNCT	PRO EPS DEF CON COL NIL	She stained the wall beige .
DET NOUN VERB DET ADJ PUNCT ADJ NOUN PUNCT	DEF CON EPS DIS COL CON NIL	The girl wore a light~blue kimono .
DET NOUN VERB PUNCT	DEF CON ENS NIL	The plot thickens .
PROPN AUX PART VERB DET NOUN PUNCT	PER NOW NOT EXS DIS CON NIL	Shane does n't start a fight .
PRON VERB PRON PUNCT	PRO ENS NOT NIL	I do nothing .
NOUN VERB NOUN ADP DET NOUN PUNCT	CON EPS CON REL DEF ROL NIL	People threw eggs at the politician .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	I played the accordion .
PRON ADP PRON AUX ADJ PUNCT	AND REL PRO PST IST NIL	All of us were homesick .
PRON AUX PART VERB ADV PUNCT	PRO POS NOT EXS NOW NIL	You ca n't go now .
PROPN VERB PART AUX DET NOUN PUNCT	PER NIL NIL PST DIS ROL NIL	Tom used to be a singer .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON EPS REL DEF CON NIL	The wolf went into the henhouse .
PRON VERB PUNCT	DIS EPS NIL	Someone called .
PROPN AUX ADJ ADP VERB PUNCT	PER NOW IST REL CON NIL	Tom is allergic to fish .
DET DET NOUN VERB ADV ADP DET NOUN PUNCT	QUV DIS CON ENS REL REL DIS CON NIL	Many a quarrel comes about through a misunderstanding .
PRON VERB VERB ADJ ADP PRON ADJ NOUN PUNCT NOUN PUNCT	PRO NOW IST REL HAS IST CON NIL	I 'm pleased with my new bathing~suit .
PRON VERB DET NOUN PUNCT	PRO ENS DIS ROL NIL	She has a son .
PRON NOUN VERB PRON PUNCT	HAS ROL EPS PRO NIL	My girlfriend dumped me .
PRON VERB PROPN PUNCT	PRO EPS PER NIL	He loved Mary .
PRON VERB PART VERB DET NOUN PUNCT	PRO ENS NIL EXS DIS CON NIL	I want to reserve a room .
PROPN AUX PART PRON ADJ PUNCT NOUN PUNCT	CON ENS NOT HAS CON NIL	French is n't my native~language .
PROPN AUX PART VERB NOUN PUNCT	PER NOW NOT EXS CON NIL	Tom does n't like jazz .
PRON AUX PART VERB ADJ PUNCT NOUN PUNCT	PRO NOW NOT EXS CON NIL	I do n't dig modern~jazz .
PROPN PART ADJ NOUN AUX ADV ADJ PUNCT	PER HAS IST ROL NOW INT IST NIL	Tom 's new girlfriend is very young .
PRON NOUN NOUN VERB ADP DET NOUN PUNCT NOUN ADP DET NOUN PUNCT	HAS CON CON EPS REL DEF CON REL DEF CON NIL	Her chastity belt set off the metal~detector at the airport .
PROPN AUX NUM NOUN ADJ ADP PROPN PUNCT	GPE NOW QUC UOM MOR REL GPE NIL	China is twenty times bigger than Japan .
PRON VERB VERB NOUN NOUN ADV PUNCT	PRO EPS EXG CON UOM PST NIL	I began playing golf years ago .
PRON AUX AUX VERB PUNCT ADP ADP NOUN PUNCT	PRO NOW IST REL CON NIL	I 'm fed~up with homework .
PRON AUX PROPN PROPN PROPN NOUN PUNCT	QUE PST PER EXS QUE	Who did Mike~Tyson bite ?
PROPN AUX VERB ADP PRON ADP NUM NOUN PUNCT	PER NOW EXT REL PRO REL QUC UOM NIL	Tom has worked for me for three years .
PRON AUX ADJ ADP PROPN PUNCT	PRO NOW MOR REL PER NIL	She is taller than Mary .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO ENS DIS CON NIL	I need a ballpoint~pen .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom sliced the apple .
DET NOUN AUX ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	The monkey is in the cage .
NOUN VERB NUM NOUN ADP DET NOUN PUNCT	PER EPS QUC UOM REL DEF CON NIL	Taro drew 10,000 yen from the bank .
PRON NOUN VERB ADP DET NOUN ADP PROPN PUNCT	HAS ROL ENS REL DEF CON REL GPE NIL	My uncle lives in the east of Spain .
PROPN VERB VERB NOUN ADP PROPN PART PUNCT	PER EPS EXG CON REL CON NIL	Dan began displaying symptoms of Alzheimer's .
PRON VERB VERB ADJ PRON AUX VERB DET ADJ NOUN PUNCT	PRO NOW IST PRO NOW EXT DIS IST CON NIL	I 'm afraid you have dialed a wrong number .
VERB PRON NOUN PUNCT	EXS HAS CON NIL	Suck my dick .
PRON VERB DET NOUN PART VERB ADP PRON NOUN PUNCT	PRO EPS DEF CON NIL EXS REL HAS CON NIL	He lifted the trunk to show off his strength .
DET NOUN NOUN ADV PUNCT	PRX CON ENS IST NIL	This fabric stains easily .
PRON VERB NOUN PUNCT	QUE EPS CON QUE	Who invented dynamite ?
DET NOUN VERB PRON NOUN ADP DET NOUN PUNCT	DEF CON EPS HAS CON REL DEF CON NIL	The boy carved his name into the tree .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO EPS DIS ROL NIL	He married an air~hostess .
PROPN PROPN PROPN VERB ADP DET PROPN PROPN PROPN PROPN PUNCT	PER ENS REL DEF GPO ORG NIL	David~Cameron belongs to the U.K. Conservative~Party .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DIS CON NIL	I lent him a CD .
PRON AUX ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	He was in the queue .
PRON AUX NUM NOUN ADJ PUNCT	PRO NOW QUC UOM IST NIL	She is eight months pregnant .
DET NOUN VERB NUM NOUN PUNCT	DEF CON ENS QUC UOM NIL	The cigars cost two Marks .
PRON AUX PART PROPN PART NOUN PUNCT	DST ENS NOT PER HAS CON NIL	That 's not Jack 's fault .
PRON AUX AUX VERB ADP PROPN ADP DET NOUN PUNCT	PRO NOW EXG REL GPE REL DEF NOW NIL	I 'm living in Kunming at the moment .
PRON VERB VERB PART ADJ ADP PUNCT PRON PUNCT	PRO NOW NOT IST EMP NIL	I 'm not afraid at~all .
PRON VERB PART ADJ PUNCT	PRX NOW NOT IST NIL	This ai n't normal .
PRON VERB PRON AUX NUM PUNCT	PRO ENS PRO NOW QUC NIL	I think she 's forty .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	She punched him in the face .
DET NOUN AUX VERB ADP PRON NOUN PUNCT	DEF CON PST EXS REL HAS ROL NIL	The town was deserted by its inhabitants .
DET NOUN PUNCT PROPN VERB ADP PROPN PROPN PROPN PROPN PUNCT NUM PUNCT NUM PUNCT PUNCT	PRX CON NIL PER EPS REL GPO PER REL SCO GRP SCO NIL NIL	This afternoon , Becker lost to Austrian Gilbert~Schaller ( 2:6 , 2:6 ) .
PRON AUX DET NOUN ADP PROPN PROPN PROPN PART NOUN PUNCT	QUE EPS DEF CON REL PER HAS ROL QUE	What was the name of Sherlock~Holmes ' brother ?
SCONJ AUX DET NOUN PUNCT ADV PUNCT SCONJ PROPN PROPN PUNCT VERB PUNCT	QUE PST DEF CON NIL ART NIL EXS QUE	"Where was the movie "" Somewhere~in~Time "" filmed ?"
DET NOUN VERB ADP NOUN PUNCT	DEF CON EPS REL CON NIL	The jet roared during takeoff .
PRON VERB PRON PUNCT	PRO ENS PRO NIL	He adores it .
DET NOUN VERB DET NOUN PUNCT NOUN PUNCT	PRX CON ENS DIS CON NIL	This building has a lightning~rod .
SCONJ DET NOUN VERB PUNCT PRON AUX AUX VERB PUNCT	SUB DEF CON EPS NIL PRO FUT NIL EXS NIL	If the ceiling fell , he would be crushed .
PROPN VERB PROPN ADP DET NOUN PUNCT	PER EPS PER REL DIS CON NIL	Tom shot Mary with a crossbow .
PROPN AUX VERB ADP NUM PUNCT	PER PST EXS REL YOC NIL	Napoleon was crowned in 1804 .
DET NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Whose glass is this ?
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom stole your bike .
PROPN VERB NOUN ADP PRON PUNCT	PER EPS CON REL AND NIL	Tom bought drinks for everybody .
PROPN AUX PART VERB NOUN PUNCT	PER POS NOT EXS CON NIL	Lucy can not use chopsticks .
PROPN VERB DET NOUN ADP DET NOUN ADP PRON NOUN PUNCT	PER EPS DEF CON REL DEF CON REL HAS CON NIL	Tom tied the canoe to the top of his car .
PRON VERB VERB PART ADJ ADP DET NOUN PUNCT	PRO NOW NOT IST REL DEF CON NIL	I 'm not afraid of the future .
PRON VERB DET NOUN ADP PROPN PROPN CCONJ SYM PROPN VERB PUNCT	PRO EPS DIS CON REL ORG CON NIL	He sang a medley of Simon~and~Garfunkel hits .
PROPN VERB DET SYM NUM NOUN PUNCT	PER EPS DIS UOM QUC CON NIL	Tom paid a $ 300 fine .
PROPN VERB PRON NOUN ADP DET NOUN PUNCT	PER EPS HAS ROL REL DIS CON NIL	Mary welcomed her mother with a kiss .
PRON VERB PRON ADP PROPN PROPN PUNCT	PRO EPS PRO REL ROL PER NIL	I took you for Mrs. Brown .
ADV NUM NOUN PUNCT	APX QUC UOM NIL	Approximately two weeks .
PRON NOUN AUX ADV SYM ADP PUNCT NOUN PUNCT	HAS CON NOW IST NIL	Your clothes are out~of~fashion .
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	The flag is up .
DET NOUN VERB DET NOUN PUNCT	AND CON ENS DIS CON NIL	Every ship needs an anchor .
DET NOUN VERB PUNCT	DEF CON ENS NIL	The horse snorts .
PRON AUX VERB PRON NOUN NOUN PUNCT	DIS NOW EXT HAS CON CON NIL	Someone has cut my kite string .
PRON VERB ADP NUM PUNCT	PRO EPS REL CLO NIL	I arrived at 2:30 .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	We ate eggs .
PRON VERB PUNCT DET PROPN PROPN PUNCT PUNCT	QUE EPS NIL ART NIL QUE	"Who wrote "" The~Prince "" ?"
PROPN VERB PRON NOUN PUNCT NOUN PUNCT	PER EPS HAS CON NIL	Tom oiled his bicycle~chain .
DET NOUN PART ADJ PUNCT	DEF CON NOW IST NIL	The pie 's delicious .
DET PROPN PROPN PROPN AUX VERB ADP PROPN SYM PROPN PROPN PROPN PUNCT	DEF ART PST EXS REL PER NIL	The Mona~Lisa was painted by Leonardo~da~Vinci .
DET NOUN VERB ADV PUNCT	DEF CON ENS IST NIL	The river flows calmly .
PROPN AUX VERB ADP PROPN ADP NUM PUNCT	PER PST EXS REL GPE REL YOC NIL	Achille was born in Paris in 1908 .
PRON VERB PRON PRON PUNCT	PRO ENS PRO DIS NIL	I owe you something .
PRON AUX PRON VERB ADP DET NOUN ADP PUNCT	QUE PST PRO EXS REL DEF CON REL QUE	Who did you go to the beach with ?
PRON VERB ADP DET ADJ PUNCT NOUN PUNCT	PRO ENS REL DEF CON NIL	He belongs to the upper~class .
PROPN VERB PRON NOUN VERB PUNCT	PER PST HAS CON EXS NIL	Tom got his hair cut .
PRON AUX VERB ADP DET NOUN PUNCT	PRO PST EXS REL DIS CON NIL	She got kicked by a horse .
PRON NOUN VERB VERB PUNCT	HAS ROL PST EXG NIL	My father went fishing .
PRON NOUN AUX PART VERB PROPN ADP PROPN PRON PUNCT	HAS ROL NOW NOT EXS CON EMP NIL	My brother does n't speak English at~all .
DET PROPN AUX ADV NUM PUNCT PROPN PUNCT	DEF ORG NOW IST SCO NIL	The Swallows are ahead 4~to~1 !
PRON VERB PRON NOUN PUNCT	PRO ENS HAS CON NIL	I love your clothes .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	He danced in the fire .
PRON AUX ADJ ADP DET NOUN PUNCT	PRO NOW IST REL DEF CON NIL	I am unsettled about the news .
PRON VERB DET NOUN ADP NUM NOUN PUNCT	PRO ENS DIS CON REL QUC UOM NIL	He has a fever of 102 degrees .
PROPN VERB DET NOUN ADP PRON NOUN PUNCT	PER EPS DEF CON REL HAS CON NIL	Tom licked the honey off his fingers .
PROPN AUX ADV DET NOUN PUNCT	PER NOW ALT DIS ROL NIL	Tom is also an artist .
CCONJ PROPN CCONJ PROPN AUX VERB PROPN PUNCT	NOT PER NOT PER POS EXS CON NIL	Neither Tom nor Mary can speak French .
PRON VERB ADP PUNCT	PRO EPS REL NIL	I freaked out .
PRON VERB DET ADJ NOUN PUNCT NOUN PUNCT	PRO EPS DIS IST CON NIL	I bought a new sewing~machine .
PRON VERB VERB ADJ PRON VERB PRON PUNCT	PRO NOW IST PRO EPS PRO NIL	I 'm sorry I misunderstood you .
PRON VERB PRON PRON PRON VERB PUNCT	PRO EPS DIS IMP PRO EPS NIL	He sold all that he owned .
PRON AUX ADV ADJ PUNCT	PRO PST INT IST NIL	He was completely pissed .
DET NOUN AUX VERB NUM SYM NUM NOUN PUNCT	PRX CON FUT ENS QUC CON NIL	This hall will hold two~thousand people .
PROPN VERB DET DET NOUN ADP DET NOUN PUNCT	PER EPS AND DEF CON REL DEF CON NIL	Tom pushed all the pillows off the bed .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	He jumped across the puddle .
DET NOUN AUX NUM NOUN ADJ PUNCT	DEF CON PST QUC UOM DEG NIL	The valley was twenty miles wide .
SCONJ PRON VERB DET NOUN PUNCT PRON AUX VERB PRON NUM PUNCT	SUB PRO ENS DIS CON NIL PRO FUT EXS PRO CON NIL	If you want a pencil , I 'll lend you one .
PROPN PROPN AUX VERB PROPN PUNCT	CON NTH NOW EXG GPE NIL	Typhoon No.9 is approaching Shikoku .
PROPN AUX VERB NOUN PUNCT	PER NOW EXG CON NIL	Tom is playing minigolf .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Tom glanced at Mary .
NOUN ADP DET NOUN AUX VERB ADP NOUN PUNCT	NOT REL DEF CON NOW EXS REL CON NIL	None of the flowers are made of plastic .
PRON AUX AUX AUX VERB PUNCT	PRO NOW PFT EXS NIL	I 've been subpoenaed .
VERB DET ADJ NOUN ADP ADJ NOUN PUNCT	EXS DEF IST CON REL IST CON NIL	Replace the old tires with new ones .
DET NOUN AUX VERB DET NOUN	DIS CON NOW EXG DIS CON	A man is holding a frog
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS REF REL DEF CON NIL	We enjoyed ourselves at the party .
PRON AUX ADJ PUNCT	DST NOW IST NIL	That 's okay .
PROPN PROPN PROPN NOUN VERB VERB DET PROPN PROPN PROPN PROPN PUNCT	PER EPS ART NIL	Gertrude~Jekyll co-authored The~Wild~Garden .
DET NOUN VERB ADP DET NOUN ADP PROPN PUNCT	DEF CON ENS REL DEF CON REL GPE NIL	The island lies to the west of Japan .
DET NOUN AUX PART ADP DET NOUN PUNCT	DEF CON ENS NOT APX DEF CON NIL	The chair is not near the window .
ADP NUM PUNCT PROPN PROPN PROPN PROPN VERB PART VERB NOUN SYM NOUN ADP PROPN PUNCT	REL YOC NIL ROL PER EPS NIL EXS CON REL NTH NIL	In 1972 , Dr. Francine~Patterson started to teach sign~language to Koko .
PRON VERB DET NOUN ADP PRON PUNCT	PRO EPS PRX CON REL PRO NIL	I borrowed this book from him .
PRON AUX ADV PUNCT ADJ PUNCT	PRO NOW IST NIL	I am right-handed .
DET NOUN AUX PART VERB PUNCT	DEF CON PST NOT IST NIL	The door was not closed .
SCONJ ADJ AUX DET PROPN PROPN PROPN ADP PROPN PUNCT	QUE DEG NOW DEF ART REL GPE QUE	How tall is the Eiffel~Tower in France ?
DET NOUN AUX PROPN SYM PROPN VERB PUNCT	QUE CON PST PER EXS QUE	What year did Ayrton~Senna die ?
PRON AUX PROPN SYM PROPN PROPN PROPN PART ADJ NOUN PUNCT	QUE ENS PER HAS IST CON QUE	What is Snoop~Doggy~Dogg 's real name ?
SCONJ AUX PROPN VERB PUNCT	QUE NOW GPE IST QUE	Where is Hebron located ?
PRON VERB PRON NUM NOUN PUNCT	PRO ENS PRO QUC UOM NIL	I owe him thirty dollars .
PRON VERB DET ADJ NOUN ADP PRON PUNCT	PRO EPS DIS IST CON REL REF NIL	He built a new house for himself .
PROPN VERB ADP DET NOUN NUM NOUN PUNCT	PER EPS REL DIS CON NIL	Tom cut down a cherry~tree .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW IST NIL	Their boat is adrift .
PROPN VERB NUM VERB PUNCT NOUN PUNCT	PER EPS QUC CON NIL	Tom took three sleeping~pills .
PRON VERB PRON ADP NOUN PUNCT	PRO EPS PRO REL CON NIL	I provided him with food .
PRON AUX AUX VERB PUNCT	PRO NOW EXG NIL	I 'm undressing .
PROPN VERB ADV PUNCT	PER EPS IST NIL	Tom grimaced bravely .
ADJ NOUN AUX VERB ADP DET NOUN PUNCT	IST CON PST EXG REL DEF CON NIL	Countless stars were twinkling in the sky .
PRON VERB ADJ NOUN ADP DET NOUN PUNCT	NIL ENS IST CON REL DEF CON NIL	There 's ample room in the attic .
PRON VERB ADJ NOUN PUNCT	PRO ENS IST CON NIL	I hate raw onions .
PRON VERB PRON NOUN PROPN PUNCT	PRO EPS HAS ROL LIT NIL	He named his son James .
DET NOUN VERB ADP PRON PUNCT	PRX CON ENS REL PRO NIL	This building belongs to us .
PRON VERB ADP NOUN PUNCT NOUN PUNCT	PRO NOW EXS CON NIL	I do like ice~cream .
AUX PRON VERB ADJ PUNCT NOUN CCONJ ADJ PUNCT NOUN PUNCT	NOW PRO EXS CON DIS CON QUE	Do you prefer white~wine or red~wine ?
PRON NOUN PUNCT NOUN AUX ADJ PUNCT	HAS CON NOW IST NIL	My mobile~phone is handy .
DET NOUN VERB ADJ NOUN PUNCT	DEF ROL EPS QUV CON NIL	The lovers exchanged numerous letters .
PRON VERB PRON AUX PART VERB NOUN PUNCT PART NUM NOUN NOUN PUNCT	PRO ENS PRO NOW NOT EXS IST CON NIL	He knows I do n't like face~to~face meetings .
PRON AUX ADJ ADP PRON NOUN PUNCT	PRO PST IST REL HAS CON NIL	He was deaf to my pleas .
PRON VERB NOUN ADP DET NOUN PUNCT	NIL EPS CON REL DEF CON NIL	There were islands in the sea .
PRON AUX VERB ADV PUNCT	PRO FUT EXS ALT NIL	I 'll call again .
