pos	sem	tok
PRON VERB PRON ADP NOUN ADP PUNCT	PRO EPS PRO REL CON REL NIL	Sie winkte ihm zum Abschied zu .
NUM NOUN VERB PUNCT	QUC CON EPS NIL	Vierzig Leute kamen .
PRON AUX NUM NOUN ADV PUNCT	PRO NOW QUC UOM DEG NIL	Ich bin 1,83 m groß .
PRON AUX DET ADJ NOUN PUNCT	PRO ENS DIS IST ROL NIL	Sie sind ein guter Tennisspieler .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom hat das Dokument kopiert .
PRON AUX ADV ADV ADP PRON PUNCT	PRO NOW EQU IST REL PRO NIL	Er ist so groß wie ich .
PRON ADV ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er kroch aus dem Fenster .
DET NOUN AUX VERB PUNCT	PRX CON NOW IST NIL	Dieses Buch ist vergriffen .
PRON AUX VERB PUNCT	PRO NOW CLO NIL	Es ist 16:30~Uhr .
PROPN AUX DET NOUN VERB PUNCT	PER ENS HAS PST ROL NIL	Tom ist mein Ex freund .
PROPN AUX PRON ADP NOUN VERB PUNCT	PER FUT PRO REL CLO EXS NIL	Tom wird mich um halb~drei abholen .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL HAS CON NIL	Tom kaute an seinem Bleistift .
PROPN AUX ADP PROPN VERB PUNCT	ART PST REL PER EXS NIL	Le~Beau~Serge wurde von Chabrol geleitet .
NUM AUX NUM VERB PUNCT	PER PST YOC EXS NIL	Martin~Luther~King wurde 1968 ermordet .
PRON VERB PUNCT SCONJ PRON ADV AUX PUNCT	PRO ENS NIL SUB PRO IST NOW NIL	Ich weiß , dass sie schön ist .
DET NOUN AUX NOUN PUNCT	HAS CON ENS CON NIL	Meine Muttersprache ist Spanisch .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Ich lerne Tschechisch .
PRON VERB DET NOUN ADP PUNCT	PRO EPS HAS CON REL NIL	Sie nahm ihre Sonnenbrille ab .
PROPN VERB PROPN PUNCT	PER ENS CON NIL	Tom trägt Hosenträger .
PRON VERB PRON PUNCT	PRO ENS PRO EMP	Er manipuliert dich !
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Ich rettete dich .
PRON AUX ADV ADV ADP PRON PUNCT	PRO NOW QUV MOR REL PRO NIL	Sie sind viel größer als wir .
PRON VERB DET NOUN PART VERB PUNCT	PRO POS DEF CON NOT EXS NIL	Du kannst das Klavier nicht heben .
DET NOUN AUX ADP PROPN VERB PUNCT	PRX CON PST REL GPE EXS NIL	Dieses Buch wurde in England gedruckt .
PRON AUX NUM PUNCT	PRO NOW CLO NIL	Es ist Viertel~vor~zwei .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Sie ist ausgesprochen glücklich .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Er gewann eine Goldmedaille .
DET NOUN VERB DET NOUN PUNCT	DEF CON ENS DIS CON NIL	Das Kind streichelt eine Katze .
PRON AUX ADV PART ADV PUNCT	PRO PST EMP NOT IST NIL	Das war überhaupt nicht komisch .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Der Motor brummt .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF CON NIL	Die Piraten enterten das Schiff .
PRON VERB PART PUNCT	NIL ENS NOT NIL	Es regnet nicht .
DET NOUN AUX PROPN VERB PUNCT	DIS CON NOW PER EXT NIL	Ein Krokodil hat Tom gefressen .
PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Simone~Signoret war eine französische Schauspielerin .
PROPN AUX DET NOUN ADP PROPN PUNCT	GPE ENS DIS CON REL GPE NIL	Auckland ist eine Stadt in Neuseeland .
DET NOUN AUX ADV PUNCT	DEF CON NOW COL NIL	Der Apfel ist rot .
PRON AUX PRON VERB PUNCT	PRO FUT NOT EXS NIL	Ich werde nichts unterschreiben .
PRON AUX DET NOUN ADV VERB PUNCT	PRO NOW DEF CON PST EXT NIL	Ich habe das Buch gestern gekauft .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL HAS CON NIL	Tom strich den Schnee von seinem Mantel .
PRON VERB PRON PUNCT	AND ENS PRO NIL	Jeder liebt ihn .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO PST IST REL HAS ROL NIL	Ich hatte Angst vor meinem Vater .
PRON AUX NUM NOUN PUNCT	PRO EPS QUC UOM NIL	Er hatte fünfzig Dollar .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Er pfiff ein Liedchen .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Das Dach leckt .
PRON VERB ADP DET ADJ NOUN PUNCT	PRO ENS REL DIS IST CON NIL	Er wohnt in einem gewaltigen Haus .
PRON AUX DET ADJ NOUN PUNCT	DST ENS DIS GPO CON NIL	Das ist eine kubanische Zigarre .
PRON VERB PUNCT	AND EPS NIL	Alle gingen .
DET NOUN AUX VERB PUNCT	DIS IST NOW EXT NIL	Etwas Schreckliches ist passiert .
DET NOUN AUX ADV PUNCT	HAS ROL NOW DEG NIL	Mein Vater ist groß .
PRON AUX DET NOUN PUNCT	PRO ENS NOT ROL NIL	Ich bin keine Hexe .
DET NOUN VERB PRON NUM NOUN ADP DET NOUN PUNCT	DEF CON EPS PRO QUC UOM REL DEF CON NIL	Die Gaststätte berechnete mir 250.000 Yen für die Feier .
AUX PRON DET NOUN PUNCT	ENS DST HAS CON QUE	Ist das mein Becher ?
PROPN AUX DET ADJ NOUN PUNCT	GPE ENS DIS IST CON NIL	Kanazawa ist eine ruhige Stadt .
ADV AUX PRON PROPN PUNCT	IST NOW PRO NOT NIL	Dumm ist er auf~keinen~Fall .
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	Ich gehe zur Post .
PRON VERB PRON DET ADJ NOUN PUNCT	PRO EPS PRO HAS IST CON NIL	Sie zeigte mir ihr neues Auto .
PRON VERB DET NOUN PUNCT	PRO ENS HAS CON NIL	Ich bügele mein Kleid .
DET ADJ NOUN AUX ADP DET NOUN VERB PUNCT	DIS IST CON NOW REL DEF CON EXT NIL	Ein großes Tier ist aus dem Tierpark ausgebrochen .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DIS CON NIL	Ich warte auf einen Telefonanruf .
PRON VERB PRON NUM NOUN PUNCT	PRO ENS PRO QUC UOM NIL	Ich schulde ihm 1000 Yen .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL HAS CON NIL	Er steckte das Buch in seine Tasche .
PRON VERB DET NOUN PUNCT	PRO EPS DEF ROL NIL	Sie befreiten den Gefangenen .
PROPN NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Wessen Kamera ist das ?
PROPN VERB DET NOUN PUNCT	PER ENS NOT CON NIL	Tom hat keine Autorität .
DET NOUN ADV DET ADJ NOUN VERB PUNCT	AND ROL NEC DIS IST CON EXS NIL	Ein Reicher muss eine hohe Einkommenssteuer bezahlen .
PRON AUX PRON VERB PUNCT	NOT NOW DIS EXT NIL	Niemand hatte etwas vermutet .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Er warf einen Stein in den See .
PROPN ADJ DET NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DIS CON NIL	Tom zertrümmerte sein Sparschwein mit einem Hammer .
DET NOUN VERB DET NOUN ADP PUNCT	HAS CON EPS DEF CON REL NIL	Sein Name führte die Liste an .
PROPN AUX VERB PUNCT	PER PST EXS NIL	Tom wurde kaltgestellt .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Aurore~Paquiss heiratete Chabrol .
PROPN VERB DET NOUN PUNCT	PER EPS DEF ORG NIL	Henry~Ford gründete die Ford~Motor~Company .
NOUN PROPN VERB ADP PROPN PUNCT	ROL PER EPS REL GPE NIL	Lady Diana starb in Paris .
DET NOUN AUX ADP DET NOUN VERB PUNCT	DEF GEO NOW REL DEF CON EXS NIL	Das Ebro-Delta wird für die Landwirtschaft genutzt .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Er spielte Klavier .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Er trägt eine Sonnenbrille .
PRON AUX NOUN ADP DET NOUN PUNCT	PRO PST IST REL DEF CON NIL	Sie hatte Angst vor dem Hund .
NUM NOUN VERB ADP DET NOUN ADP PUNCT	QUC ROL EPS REL DEF CON REL NIL	Zwei Straftäter brachen aus dem Gefängnis aus .
PRON VERB PUNCT	PRO EPS NIL	Er weinte .
DET NOUN AUX VERB PUNCT	DEF CON NOW IST NIL	Die Grenze ist geschlossen .
PRON AUX ADV ADV NUM NOUN VERB PUNCT	PRO NOW ALT NOT DIS CON EXT NIL	Ich habe noch nie eine Giraffe gesehen .
PRON VERB DET NOUN PUNCT	PRO ENS HAS CON NIL	Ich bügel meine Taschentücher .
DET NOUN AUX NOUN PUNCT	PRX CON NOW MOR NIL	Dieser Apfel ist röter .
PRON VERB ADV PUNCT	PRO ENS NOW NIL	Wir arbeiten momentan .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Sie trug einen Kimono .
DET NOUN AUX ADV PUNCT	DEF CON PST IST NIL	Das Huhn war vorzüglich .
DET NOUN VERB ADV PUNCT	DEF CON ENS NOW NIL	Das Baby krabbelt jetzt .
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	Ich komme aus Sapporo .
DET NOUN AUX ADP PROPN VERB PUNCT	DEF CON PST REL GPE EXS NIL	Das Geschirr wurde in Taiwan hergestellt .
PROPN AUX DET PRON ADV ADP PRON PUNCT	PER NOW DIS QUV MOR REL PRO NIL	Tom ist ein wenig größer als ich .
PROPN AUX DET NOUN PUNCT	PER NOW HAS ROL NIL	Tom ist mein Cousin .
PRON VERB ADJ NOUN PUNCT	PRO EPS IST CON NIL	Ich entband eineiige Zwillinge .
ADV AUX NUM ADJ NOUN VERB PUNCT	PER NOW QUC IST CON EXT NIL	Ole~Einar~Bjørndalen hat dreizehn olympische Medaillen gewonnen .
DET NOUN VERB NUM PUNCT	DEF CON ENS CLO NIL	Die Uhr schlägt vier .
PROPN AUX ADP PROPN ADJ NOUN VERB PUNCT	PER NOW REL PER MOR ROL IST NIL	Tom ist in Marias jüngere Schwester verliebt .
DET PROPN AUX ADV PUNCT	AND CON NOW COL NIL	Eine Banane ist gelb .
PRON AUX DET NOUN ADP PUNCT	PRO ENS NOT CON REL NIL	Ich habe keine Socken an .
PRON AUX ADV PUNCT	PRO NOW DEG NIL	Ich bin groß .
DET NOUN AUX NUM NOUN ADV PUNCT	DEF CON NOW QUC UOM DEG NIL	Der Turm ist dreihundertzwölf Meter hoch .
PROPN PROPN DET NOUN ADP PUNCT	PER EPS DEF CON REL NIL	Tom schloss den Käfig auf .
DET NOUN AUX ADP NOUN ADP PROPN PUNCT	DEF CON PST IST ROL REL GPE NIL	Das Boot war voller Flüchtlinge aus Kuba .
PRON AUX NUM PUNCT	PRO NOW QUC NIL	Ich bin dreißig .
DET NOUN AUX ADP DET NOUN VERB PUNCT	DEF ROL PST REL DEF ROL EXT NIL	Der Spieler wurde von den Anhängern gefeiert .
PRON VERB ADV PUNCT	PRO EPS REL NIL	Er schlief ein .
PRON VERB NOUN ADP PUNCT	PRO EPS PER REL NIL	Er weckte Tom auf .
PRON ADV ADV ADV NOUN ADV AUX PUNCT	PRO NEC BOT QUC UOM DEG NIL NIL	Er muss mindestens fünfunddreißig Jahre alt sein .
PROPN VERB DET NOUN ADP NOUN PUNCT	PER EPS HAS ROL REL CON NIL	Tom winkte seinem Freund zum Abschied .
PRON AUX PROPN VERB PUNCT	NOT NOW PER EXT NIL	Niemand hat Tom gesehen .
NOUN VERB AUX ADV PUNCT	CON EXG NOW IST NIL	Nudeln kochen ist einfach .
NOUN VERB ADP PROPN PUNCT	PER EPS REL GPE NIL	Maler lebte in Yucatán .
PROPN VERB NOUN PUNCT	PER ENS CON NIL	Maria versteht Chinesisch .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Du bist verrückt .
PRON VERB NUM NOUN PUNCT	PRO ENS QUC CON NIL	Wir haben dreizehn Knüppel .
PRON AUX PRON ADP NUM NOUN VERB PUNCT	PRO NOW PRO REL QUC UOM EXT NIL	Ich habe es für zwölf Dollar gekauft .
PRON AUX DET NOUN VERB PUNCT	QUE NOW DEF ART EXT QUE	Wer hat die Bibel geschrieben ?
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF ROL NIL	Der Polizist verfolgte den Einbrecher .
PROPN	CTC	http://www.hoechst.com/willk.htm
PRON AUX DET NOUN DET ADJ NOUN PUNCT	QUE ENS DEF ROL DEF GPO ORG QUE	Wer ist der Führer der algerischen Bewaffneten~Islamischen~Gruppe ?
DET NOUN VERB ADV NUM NOUN PUNCT	DEF CON EPS LES QUC UOM NIL	Der Krieg dauerte fast zehn Jahre .
PROPN AUX ADP DET ADJ NOUN VERB PUNCT	PER NOW REL HAS IST CON EXT NIL	Robert hat mit seinem großen Boot angegeben .
DET NOUN AUX ADP NOUN VERB PUNCT	HAS ROL PST DEF CON EXS NIL	Mein Großvater wurde im Krieg verletzt .
DET NOUN VERB DET NOUN PUNCT	HAS ROL EPS DEF CON NIL	Ihr Vater betrat das Zimmer .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS QUV CON REL DEF CON NIL	Er kaufte einige Bücher in dem Buchladen .
PRON AUX PRON PUNCT PRON ADV AUX PUNCT	PRO ENS DIS NIL IMP IST NOW NIL	Er mag alles , was süß ist .
DET NOUN VERB DET NOUN ADP DET NOUN PUNCT	DEF CON EPS DEF CON REL DEF CON NIL	Das Kätzchen rollte das Garn über den Fußboden .
AUX PRON DET NOUN PUNCT	ENS PRO DIS CON QUE	Hast du einen Schuhanzieher ?
PRON AUX ADP DET NOUN VERB PUNCT	PRO PST REL DIS CON EXS NIL	Er wurde durch eine Kugel verwundet .
PRON VERB NOUN PUNCT	PRO ENS PER NIL	Wir ignorieren Tom .
PROPN VERB PUNCT	PER EPS NIL	Tom beschleunigte .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Er bürstete seinen Hut .
PRON AUX PROPN PROPN NOUN PUNCT	DST ENS PER HAS CON NIL	Das ist Brian s Auto .
DET NOUN AUX ADP NOUN VERB PUNCT	DEF ROL PST DEF CON EXS NIL	Die Verletzten wurden vom Rettungswagen transportiert .
PROPN VERB DET NOUN ADP PROPN PUNCT	PER EPS DIS CON REL PER NIL	Maria erhielt ein Telegramm von Tom .
DET NOUN VERB ADP DET NOUN PUNCT	DIS CON ENS REL DEF CON NIL	Ein Vogel singt auf dem Baum .
PRON VERB ADV PUNCT	PRO EPS IST NIL	Sie schluchzte heftig .
AUX PRON ADP PRON VERB PUNCT	NOW DIS REL PRO EXT QUE	Hat jemand mit ihm gesprochen ?
PROPN VERB NOUN PUNCT	PER ENS CON NIL	Tom hackt Holz .
NOUN VERB ADP NOUN PUNCT	CON ENS DEF CON NIL	Schwalben fliegen am Himmel .
ADP PRON VERB PRON PUNCT	REL QUE ENS PRO QUE	Mit wem redest du ?
PRON AUX PRON ADV VERB PUNCT	PRO NOW PRO QUC EXT NIL	Er hat mich zweimal geschlagen .
ADJ NOUN VERB PUNCT	PER CON EPS NIL	Toms Magen knurrte .
DET NOUN AUX NUM PUNCT	HAS ROL NOW QUC NIL	Mein Freund ist siebzehn .
DET NOUN AUX DET NOUN VERB PUNCT	DEF ROL NOW DEF CON EXT NIL	Die Rebellen haben den Rundfunksender erobert .
PROPN AUX ADP NOUN VERB PUNCT	PER PST REL PER EXS NIL	Sandra~Goudie wurde von Max~Purnell besiegt .
NOUN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST CON NIL	Rosa~Montero ist eine außergewöhnliche Frau .
PRON VERB ADV DET NOUN PUNCT	PRO EXG NOW DEF CON NIL	Er überquert gerade die Straße .
DET NOUN VERB ADP NOUN PUNCT	DEF CON ENS REL CON NIL	Der Wind weht von Osten .
NOUN	PER	Anne~Will
PROPN	PER	Andrew~Conway
PRON VERB NOUN ADP DET NOUN PUNCT	PRO ENS CON REL HAS CON NIL	Ich pflanze Bohnen in meinem Garten .
PROPN VERB NUM NOUN NOUN PUNCT	PER EPS QUC CON CON NIL	Tom trank drei Gläser Wasser .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO ENS PER REL DEF CON NIL	Wir verbinden Einstein mit der Relativitätstheorie .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Sie ist sehr unbekümmert .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	Die Vögel fliegen unter den Wolken .
PRON AUX ADV NUM NOUN VERB PUNCT	PRO FUT BOT QUC UOM EXS NIL	Es wird mindestens fünf Dollar kosten .
PRON AUX NOUN PUNCT	PRO ENS CON NIL	Ich mag dunkle~Schokolade .
PRON VERB DET NOUN PUNCT	PRO ENS NOT CON NIL	Er hat kein Fahrrad .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Sie häutete einen Wolf .
PRON VERB DET PROPN PUNCT	PRO EPS DIS ROL NIL	Sie heiratete einen Seemann .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Sie graben ein Loch .
PRON AUX PRON VERB PUNCT	DIS NOW PRO EXT NIL	Jemand hat dich gesehen .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS HAS CON NIL	Der Kater ruinierte mein Sofa .
NOUN NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Wessen Bücher sind das ?
ADV ADV PRON AUX PUNCT	EMP IST PRO NOW EMP	Wie schön sie ist !
DET NOUN VERB NOUN PUNCT	DEF GPO EPS ART NIL	Die Japaner zerstörten Pearl~Harbor .
ADV AUX ADV ADP NOUN PUNCT	PER NOW MOR REL PER NIL	Justin~Bieber ist berühmter als Katie~Holmes .
PRON AUX ADV ADP PRON VERB PUNCT	PRO NOW NOT REL PRO EXT EMP	Ich bin nie mit ihr gegangen .
PROPN AUX NOUN PUNCT	PER ENS ROL NIL	Tom ist Chauffeur .
NUM CCONJ NUM AUX ADV NUM PUNCT	QUC CON QUC NIL IST QUC NIL	Drei mal drei ist gleich neun .
PRON AUX ADV ADV VERB AUX PUNCT	PRO NOW ALT NOT EXT PFT NIL	Ich bin noch nie ausgeraubt worden .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom kocht ein Ei .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Edison hat die Glühbirne erfunden .
NOUN PROPN AUX ADP PROPN VERB PUNCT	ROL PER PST REL GPE EXS NIL	Frau Minton wurde in Australien geboren .
ADV VERB PRON PUNCT	NOW ENS NIL NIL	Jetzt schneit es .
PRON AUX PRON ADV PUNCT	PRO NOW PRO EXT NIL	Er hat sie umarmt .
PRON VERB PRON PART PUNCT	DST ENS PRO NOT NIL	Das überrascht mich nicht .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Der Wecker klingelt .
PRON AUX ADV ADP PRON PUNCT	PRO NOW IST REL PRO NIL	Ich bin verrückt nach dir .
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	Der Anzug ist maßgeschneidert .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom zahlt ein Bußgeld .
DET NOUN AUX ADV PUNCT	HAS CON NOW COL NIL	Ihre Nägel sind rot .
PROPN AUX DET NOUN PUNCT	PER ENS NOT CON NIL	Tom mag keine Politik .
PRON AUX ADP NOUN NOUN VERB PUNCT	PRO NOW DEF CON CON EXT NIL	Wir haben im Garten Blumen gepflückt .
DET NOUN AUX NOUN PUNCT	HAS CON NOW COL NIL	Meine Krawatte ist orange .
DET NOUN AUX VERB PUNCT	DEF CON NOW IST NIL	Der See ist verseucht .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Er erpresste mich .
DET NOUN AUX ADV PART ADV PUNCT	PRX CON NOW EMP NOT IST NIL	Diese Daten sind überhaupt nicht genau .
DET NOUN VERB PRON ADP NOUN PUNCT	DEF ROL EPS PRO REL CON NIL	Der Ministerpräsident ernannte ihn zum Außenminister .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS QUV CON NIL	Der Taifun zerstörte viele Häuser .
PROPN AUX ADP NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom hat im Zug geschlafen .
PRON ADJ NUM NOUN ADV PUNCT	NIL EPS QUC UOM DEG NIL	Es schneite vier Tage lang .
DET NOUN AUX ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	Die Katze ist unter dem Tisch .
AUX DET ADJ NOUN PUNCT	ENS DST IST CON QUE	Ist das reines Gold ?
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	Er lebt in Marokko .
NOUN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DIS CON NIL	Roy befestigte den Orden mit einer Nadel .
NOUN ADJ PROPN PUNCT	CON ENS GPE NIL	Überschwemmungen verwüsten Europa .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Edison hat das Kinetoscope erfunden .
NOUN VERB NUM PUNCT	PER EPS YOC NIL	Swift starb 1745 .
DET NOUN VERB PART VERB PUNCT	DEF ROL EPS NIL EXS NIL	Der Passeur versuchte zu fliehen .
PRON VERB PUNCT PRON NOUN VERB PUNCT	PRO ENS NIL QUE PER ENS NIL	Ich weiß , wer Sachiko mag .
PRON AUX DET NOUN VERB PUNCT	PRO NOW HAS CON EXT NIL	Er hat sein Spielzeug geworfen .
PRON AUX NOUN PUNCT	PRO ENS ROL NIL	Wir sind Historiker .
DET NOUN PROPN DET NOUN PUNCT	DEF CON EPS HAS CON NIL	Der Nagel zerriss sein Jackett .
PRON VERB PROPN PUNCT	PRO ENS PER NIL	Ich sehe Tom .
DET NOUN VERB PUNCT	HAS CON ENS NIL	Ihr Finger blutet .
DET NOUN VERB ADP PRON ADP PUNCT	DEF CON EFS REL CLO REL NIL	Der Zug kommt um 10~Uhr an .
DET NOUN AUX ADV PUNCT	NOT CON NOW IST NIL	Kein Mensch ist illegal .
ADP DET NOUN AUX DET NOUN VERB PUNCT	REL QUE CON NOW DEF CON EXS QUE	Aus welchem Stoff ist die Jacke gemacht ?
PRON AUX ADP NOUN PUNCT	PRO PST PRG EXS NIL	Ich war am Träumen .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Sie benutzte ein Varioobjektiv .
PRON VERB PUNCT SCONJ NOUN VERB PUNCT	PRO EPS NIL QUE CON ENS NIL	Sie beobachtete , wie Schmetterlinge fliegen .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom tanzte auf dem Schanktisch .
PROPN AUX ADV PUNCT	PER PST EXG NIL	Jane war zornig .
PROPN AUX PROPN ADP NUM NOUN VERB PUNCT	PER NOW PER PST QUC UOM EXT NIL	Tom hat Mary vor drei Jahren getötet .
DET NOUN AUX ADP ADJ NOUN ADV PUNCT	DEF CON NOW REL DEG CON IST NIL	Der Film ist bei jungen Leuten beliebt .
PROPN VERB DET NOUN PUNCT	PER ENS DEF CON NIL	Tom knetet den Teig .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL HAS CON NIL	Ich kramte in meinen Taschen .
DET NOUN VERB NUM NOUN PUNCT	AND CON EPS QUC UOM NIL	Jede Person zahlte tausend Dollar .
PRON VERB ADV NOUN PUNCT	AND EPS QUC UOM NIL	Jeder bezahle siebentausend Dollar .
PROPN VERB ADP NOUN PUNCT	PER EPS REL CON NIL	Tom flehte um Gnade .
NOUN AUX DET NOUN PUNCT	CON ENS HAS CON NIL	Urdu ist meine Muttersprache .
PRON AUX ADP PRON VERB PUNCT	PRO NOW REL PRO EXT NIL	Er hat auf mich geschossen .
NOUN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Salvador~Dalí war ein spanischer Künstler .
PRON AUX DET NOUN VERB PUNCT	PRO NOW HAS CON EXT NIL	Sie hat Ihre Handtasche verloren .
DET NOUN AUX ADV PUNCT	HAS CON NOW COL NIL	Mein Hund ist weiß .
PRON AUX DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich habe ein Visum .
PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL NIL	Er ist ein Trottel .
PROPN AUX NUM NOUN VERB PUNCT	PER NOW QUC CON EXT NIL	Tom hat vier Tore geschossen .
PROPN VERB DET NOUN ADP PUNCT	PER EPS HAS CON REL NIL	Maria schraubte ihren Lippenstift auf .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Er melkte die Kuh .
PRON AUX PROPN VERB PUNCT	PRO NOW PER EXT NIL	Das hat Taro~Akagawa geschrieben .
PRON VERB ADP NUM NOUN ADP PROPN PUNCT	PRO EPS PST QUC UOM REL GPE NIL	Ich ging vor zwei Jahren nach China .
PRON AUX PROPN PUNCT	PRO EPS CON NIL	Er hatte Parkinson .
DET NOUN AUX ADP ADJ NOUN PUNCT	DEF CON NOW IST DEG CON NIL	Der Fluss ist voller kleiner Fische .
PROPN AUX ADP DET NOUN VERB PUNCT	PER PST REL DIS CON EXS NIL	Tom wurde von einem Krokodil gefressen .
DET NOUN AUX ADV PUNCT	AND CON NOW COL NIL	Jeder Apfel ist rot .
PRON VERB PUNCT SCONJ PRON ADV AUX PUNCT	PRO EPS NIL SUB PRO IST PST NIL	Ich wusste , dass es ungesund war .
PRON AUX PART VERB PUNCT	PRO POS NOT ENS NIL	Ich kann nicht aufstehen .
DET NOUN VERB PRON PUNCT	PRX CON ENS PRO NIL	Dieser Anblick ergötzt mich .
DET PROPN AUX NUM NOUN PUNCT	DEF ORG EPS QUC ROL NIL	Die Beatles waren vier Musiker .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom benutzt eine Lötlampe .
PROPN VERB PROPN DET NOUN PUNCT	PER EPS PER HAS CON NIL	Tom gab Maria seine Telefonnummer .
DET ADJ NOUN AUX VERB PUNCT	DIS IST CON PST EXS NIL	Ein alter Topf wurde ausgegraben .
DET NOUN VERB ADP DET NOUN PUNCT	DIS CON EPS REL HAS CON NIL	Ein Regentropfen platschte auf ihre Wange .
PRON VERB NOUN ADP DET NOUN ADP PUNCT	PRO EPS CON REL QUV CON REL NIL	Sie preßte Saft von mehreren Orangen aus .
DET NOUN VERB PROPN PUNCT	HAS CON EPS LIT NIL	Sein Vorname lautete Tom .
ADV AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	Leloir wurde in Argentinien geboren .
PROPN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	El-Nashar wurde in Ägypten festgenommen .
PROPN AUX DET NOUN ADP PROPN PUNCT	PER ENS DEF ROL REL PER NIL	Sylvia~Costas ist die Ehefrau von Andy~Sipowicz .
PROPN VERB NUM ADJ NOUN PUNCT	ORG EPS QUC GPO CON NIL	PM erwarb drei russische Fabriken .
PRON AUX ADV PART ADV PUNCT	PRO NOW EMP NOT IST NIL	Ich bin gar nicht müde .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DEF CON NIL	Wir telegraphierten ihm die Neuigkeit .
DET NOUN AUX ADP PROPN VERB PUNCT	DEF CON FUT REL GPE EXS NIL	Die Konferenz wird in Tokio stattfinden .
DET NOUN AUX VERB PUNCT	DEF CON PST EXS NIL	Der Tiger wurde getötet .
PRON AUX NOUN PUNCT	PRO EQU PER NIL	Ich bin Tom~Hunter .
DET NOUN PROPN DET NOUN PUNCT	DEF CON EPS DEF CON NIL	Der Hund biss den Mann .
PRON VERB PRON NUM NOUN PUNCT	PRO ENS PRO QUC UOM NIL	Ich schulde ihr 10 Dollar .
