pos	sem	tok
PRON AUX ADJ ADV ADJ PUNCT	PRO PST EMP NOT IST NIL	Hij was totaal niet tevreden .
ADV VERB NUM NOUN ADP PROPN PUNCT	NIL ENS QUC CON REL GPE NIL	Er zijn 43 prefecturen in Japan .
PRON AUX DET NOUN VERB PUNCT	PRO FUT DEF CON EXS NIL	Ik zal de appel eten .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Ze speelde een wals op de piano .
DET ADJ AUX AUX VERB PUNCT	DEF CON NEC NOW EXS NIL	Het hemd moet worden gestreken .
PROPN VERB PROPN PUNCT	PER ENS CON NIL	Emily eet chips .
PROPN VERB PUNCT	PER EPS NIL	Tom mopperde .
ADV VERB NOUN ADP DET NOUN PUNCT	NIL ENS CON REL DEF CON NIL	Er zijn eilanden in de zee .
PROPN NOUN PUNCT	ENS CON QUE	Dromen katten ?
ADV AUX PROPN ADJ ADP PUNCT	QUE NOW PER IST REL QUE	Waar is Tom bang voor ?
PRON AUX PROPN VERB PUNCT	QUE NOW ART EXT QUE	Wie heeft Hamlet geschreven ?
PRON AUX PROPN PUNCT SCONJ PRON ADJ AUX PUNCT	PRO ENS PER NIL SUB PRO IST NOW NIL	Ik mag Tom , omdat hij eerlijk is .
PRON NOUN AUX ADJ PUNCT	DST CON NOW COL NIL	Die kat is bruin .
PROPN VERB ADP DET ADJ NOUN PUNCT	PER EPS REL DEF COL CON NIL	Agnès keek naar de bruine boten .
PRON VERB DET PROPN PUNCT	PRO ENS NOT CON NIL	Jullie spreken geen Engels .
ADP DET NOUN VERB DET NOUN PROPN PUNCT	REL QUE CON ENS DEF ROL PER QUE	Uit welk land komt de makelaar Schneider ?
PRON VERB DET NOUN ADP NUM NOUN PUNCT	PRO ENS DEF CON REL QUC UOM NIL	We schatten de schade op duizend dollar .
PROPN AUX ADJ ADJ NOUN PUNCT	PRO ENS INT IST CON NIL	Jullie zijn heel schattige jongens .
PRON VERB DET NOUN ADP PROPN PROPN PUNCT	PRO NOW DIS CON REL PER EXT NIL	Ik heb een kaart naar Tom gefaxt .
PRON AUX NUM NOUN VERB PUNCT	PRO NOW QUC CON EXT NIL	Ik heb twee hamburgers besteld .
VERB PRON ADP VERB VERB PUNCT	ENS PRO REL IST CON QUE	Hou je van heet eten ?
PRON VERB DET NOUN ADP DET NOUN	PRO EPS DIS CON REL DEF CON	Ik zag een nijlpaard in de zoo
PRON AUX ADJ ADJ SCONJ PRON DET ADJ NOUN VERB PUNCT	PRO PST INT IST REL PRO PRX DEG CON EPS NIL	Hij was erg bang toen hij deze grote slang zag .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Ze is zwanger .
DET NOUN VERB ADP PRON NOUN PUNCT	DEF CON EPS REL HAS CON NIL	Het eekhoorntje at uit haar hand .
PRON AUX DET NOUN ADP NUM NOUN VERB PUNCT	PRO NOW DEF CON REL QUC UOM EXT NIL	We hebben de schade op duizend dollar geschat .
PRON VERB DET NOUN PUNCT	PRO EPS DIS ROL NIL	Zij huurde een privé-detective .
PROPN PROPN AUX NOUN ADP PUNCT	PER ENS HAS CON REL NIL	Tom vouwt zijn kleren op .
PRON AUX NUM NOUN PUNCT	PRO ENS QUC UOM NIL	Ik ben 19 jaar .
PROPN AUX VERB ADP PROPN PUNCT	PER PST IST REL PER NIL	Hughes was getrouwd met Gracia .
PROPN VERB DET NOUN ADP PUNCT	PER EPS DEF CON REL NIL	Mayuko kwam de kamer binnen .
PRON AUX PRON SCONJ PRON ADJ AUX PUNCT	PRO ENS PRO SUB PRO IST NOW NIL	Ik mag hem omdat hij eerlijk is .
DET NOUN VERB NUM NOUN PUNCT	DEF CON ENS QUC UOM NIL	De thee kost twee euro .
ADJ NOUN ADP DET NOUN AUX VERB PUNCT	IST CON REL DEF CON NOW IST NIL	Grote delen van de oceaan zijn vervuild .
DET NOUN VERB ADP ADJ NOUN PUNCT	DEF ROL EPS REL GPO CON NIL	De kunstenaar tekende met Chinese inkt .
PRON NOUN VERB ADP DET NOUN PUNCT	HAS CON ENS REL DIS CON NIL	Mijn huis staat op een heuvel .
PRON AUX ADJ CCONJ NOUN PUNCT	PRO NOW DEG AND IST NIL	Hij is groot en slank .
PRON VERB ADP NOUN ADP PROPN PUNCT	PRO ENS REL CON REL PER NIL	Ik ga naar school met Tom .
PRON NOUN AUX DET NOUN ADJ PUNCT	HAS ROL NOW DIS QUV IST NIL	Mijn vader is een beetje ouderwets .
PRON AUX VERB PUNCT	PRO NOW IST NIL	Hij is verslaafd .
PROPN AUX VERB ADP NOUN PUNCT	PER PST EXS REL PER NIL	Ibrahim~Sofu werd vermoord door Metin~Kaplan .
PRON AUX ADV DET NOUN DET VERB PUNCT	PRO NOW NOW DIS CON PRG EXS NIL	Ze is nu een brief aan~het schrijven .
PRON VERB ADP NUM PROPN PUNCT	PRO EFS REL DOM MOY NIL	Ik kom op 23 mei .
PROPN VERB PRON ADP DET NOUN PUNCT	PER EPS PRO REL DEF CON NIL	Tom stompte hem in het gezicht .
PROPN VERB DET NOUN ADP PRON NOUN PUNCT	PER EPS DIS CON REL HAS CON NIL	John haalde een sleutel uit zijn zak .
PRON NOUN AUX ADV ADV VERB PUNCT	HAS CON NOW ALT ALT IST NIL	Mijn been is nog steeds verdoofd .
PRON AUX PRON ADJ VERB PUNCT	PRO POS DIS ALT EXS NIL	Ze mogen iets anders aanbieden .
DET NOUN VERB ADP PRON NOUN PUNCT	DEF CON ENS REL HAS ROL NIL	De jongen spreekt met zijn grootvader .
PRON NOUN AUX ADP PRON PUNCT	DST CON ENS REL PRO NIL	Die cd is van haar .
PROPN AUX ADJ ADP DET SYM PUNCT	PER NOW EXS REL DEF ORG NIL	Allan~Chapman is werkzaam bij de River~Forecast~Centre .
PRON NOUN AUX ADJ ADP PRON NOUN PUNCT	HAS ROL PST IST REL HAS CON NIL	Mijn tante was blij met mijn succes .
PRON AUX ADV NUM NOUN AUX PUNCT	PRO FUT MOR QUC UOM EXS NIL	Het zal meer~dan 10.000 yen zijn .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Ik ben linkshandig .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW COL NIL	Zijn fiets is blauw .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	De haas bloedt aan het oor .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	De kat zit onder de tafel .
PRON AUX ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	Hij is allergisch aan pollen .
PRON VERB NUM NOUN CCONJ NUM NOUN VERB PUNCT	PRO NOW QUC CON GRP QUC CON EXT NIL	Ik heb twee thees en drie koffies besteld .
DET NOUN VERB DET NOUN ADP ADP DET NOUN PUNCT	DEF CON EPS DIS CON REL REL DIS CON NIL	De man stak een sigaret op met een aansteker .
NOUN VERB PRON PUNCT	CON ENS PRO NIL	School verveelt me .
NOUN AUX DET NOUN ADP NOUN PUNCT	PER ENS DEF ROL REL CON NIL	Alfred~Nobel is de uitvinder van dynamiet .
DET NOUN AUX VERB ADP PRON NOUN PUNCT	DEF CON FUT EXS REL HAS CON NIL	Het ijs zal breken onder je gewicht .
PRON VERB DET NOUN ADP PUNCT	PRO EPS DEF CON REL NIL	Hij zwom de rivier over .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DST CON NIL	Zij houdt van die basstem .
SYM PUNCT PRON AUX ADJ PUNCT	ITJ NIL PRO PST IST NIL	Oh , ik was ziek .
PROPN AUX PROPN PUNCT	PER NOW GPO NIL	Evangeline~Lilly is Canadees .
PRON AUX ADJ SCONJ PRON PUNCT	PRO NOW MOR REL PRO NIL	Hij is groter dan ik .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Ik heb de appel opgegeten .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Ik ben linkshandig .
ADP DET NOUN AUX PROPN VERB PUNCT	REL QUE CON PST PER EXS QUE	In welke stad is Jorge~Machado geboren ?
PRON VERB DET VERB PUNCT	PRO EPS DIS ROL NIL	Zij ondervroeg een verdachte .
PROPN VERB ADP NOUN PUNCT	PER ENS REL CON NIL	Melanie houdt van muziek .
AUX PRON ADJ SCONJ PROPN VERB ADP DET ADJ NOUN PUNCT	NOW NIL IST SUB PER ENS REL DIS GPO CON QUE	Is het waar dat Tom uitgaat met een Japans meisje ?
PRON NOUN AUX ADJ PUNCT	HAS CON NOW COL NIL	Haar sweater is paars .
PRON AUX PROPN PUNCT	PRO NOW CLO NIL	Het is tien~minuten~voor~elf .
PRON AUX NOUN PUNCT	PRO NOW CLO NIL	Het is 8:30 .
DET NOUN VERB PUNCT	DEF CON EPS NIL	De kat miauwde .
DET PROPN AUX NUM NOUN ADJ PUNCT	DEF GEO NOW QUC UOM DEG NIL	De Kanchenjunga is 8.586 meter hoog .
PROPN AUX ADP PRON VERB ADP NOUN PUNCT	PER NOW REL PRO EXT REL CON NIL	Ken heeft tegen mij gewonnen met schaken .
PRON VERB PRON ADJ PUNCT	PRO ENS DIS IST NIL	Ik wil iets zoets .
PROPN VERB PRON ADP DET NOUN PUNCT	PER EPS PRO REL DEF CON NIL	Jim begeleidde haar op de piano .
PRON VERB PRON PUNCT	PRO ENS PRO NIL	Ik ken hem .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Ik leer Tsjechisch .
PRON AUX VERB ADP DET ADJ PUNCT	PRO NOW EXT REL DEF CON NIL	Hij heeft geklaagd over het lawaai .
PRON VERB DET ADJ PUNCT	PRO EFS DIS IST NIL	Ik koop een nieuwe .
DET NOUN VERB ADV NUM NOUN PUNCT	DEF CON EPS APX QUC UOM NIL	De oorlog duurde ongeveer twee jaar .
PRON AUX PRON NUM NOUN ADV VERB PUNCT	PRO NOW PRO QUC UOM PST EXT NIL	Ik heb je drie uur geleden gebeld .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	Ze schudde mijn hand .
PRON NOUN AUX NUM NOUN ADJ SCONJ PRON PUNCT CCONJ PRON AUX NUM NOUN ADJ PUNCT	HAS ROL NOW QUC UOM MOR REL PRO NIL BUT PRO NOW QUC UOM MOR NIL	Mijn broer is twee jaar ouder dan ik , maar hij is drie centimeter kleiner .
PRON AUX DET ADJ NOUN PUNCT	QUE ENS DEF GPO ROL QUE	Wie is de Hongaarse premier ?
PRON VERB DET VERB NOUN PUNCT	PRO EPS DIS QUC CON NIL	Hij kocht een dozijn eieren .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Ik heb een brief geschreven .
DET NOUN VERB ADP NUM PUNCT	DEF HAP EPS REL YOC NIL	De Amerikaanse~Burgeroorlog begon in 1861 .
PROPN VERB ADP NUM PUNCT	PER EPS REL YOC NIL	Charles~de~Gaulle overleed in 1970 .
PRON VERB PUNCT	NIL ENS NIL	Het sneeuwt .
PRON AUX ADV ADJ SCONJ PRON PUNCT	PRO NOW QUV MOR REL PRO NIL	Zij is veel groter dan ik .
PRON VERB ADP ADP DET NOUN PUNCT	PRO EPS REL REL DST CON NIL	Ik groeide op in dat huis .
DET NOUN AUX PROPN PUNCT PROPN CCONJ PROPN VERB PUNCT	QUE CON NOW PER REL PER GRP PER EXT QUE	Welke prijs hebben Weinberg , Salam en Glashow gewonnen ?
PRON VERB DET NOUN VERB PUNCT	PRO FUT DEF CON EXS EMP	Ik ga de politie bellen !
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Maria zoutte het vlees .
DET NOUN AUX ADJ ADJ PUNCT	DEF CON PST INT IST NIL	De zee was erg glad .
ADV VERB PRON ADJ PUNCT	POS NOW PRO EXT NIL	Misschien heb ik overdreven .
DET ADP VERB PUNCT	AND CON EXS NIL	Een bij zoemt .
PROPN AUX VERB ADP NOUN PUNCT	PER PST EXS REL CON NIL	O.J.~Simpson werd beschuldigd van moord .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Hij berekende de kosten .
AUX PRON VERB PUNCT	NOW PRO IST QUE	Bent u getrouwd ?
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Betty is een seriemoordenares .
PRON ADJ VERB ADP PRON ADJ PUNCT	HAS CON ENS REL HAS CON NIL	Je O's lijken op je A's .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom is de ketchup vergeten .
PRON VERB PRON PUNCT	PRO EPS NOT NIL	Ze zei niets .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Ik heb een beslissing getroffen .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Millie eet een banaan .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Tom scoorde een doelpunt .
PRON AUX PRON VERB PUNCT	PRO PST PRG EXS NIL	Ik was aan~het slapen .
PROPN VERB ADP NUM PUNCT	PER EPS REL YOC NIL	Charles~de~Gaulle overleed in 1970 .
DET NOUN AUX PUNCT PROPN PUNCT PUNCT	DEF CON ENS NIL LIT NIL NIL	"Het wachtwoord is "" Muiriël "" ."
DET NOUN VERB NUM NOUN PUNCT	DEF CON EPS QUC UOM NIL	De rekening bedroeg 100 dollar .
PRON VERB ADV NUM NOUN PUNCT	PRO EPS LES QUC UOM NIL	Het kostte minder~dan vijftig dollar .
PRON VERB ADP DET NOUN ADP DET NOUN PUNCT	PRO EPS REL DEF CON REL DIS CON NIL	We stonden aan de rand van een klif .
PRON DET PRON PRON VERB VERB PRON PUNCT	AND CON AND PRO EPS EPS PRO NIL	Ieder een die hem kende bewonderde hem .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DIS CON NIL	Ik ontmoette een wolf in een droom .
PROPN VERB DET NOUN PUNCT	PER ENS NOT CON NIL	Tom heeft geen kredietkaart .
DET NOUN AUX ADJ PUNCT	DST CON NOW IST NIL	Die kerel is dubbelhartig .
ADP DET ADJ NOUN VERB DET NOUN PUNCT	REL QUE GPO CON ENS DEF ART QUE	In welke Londense wijk staat het British~Museum ?
PRON AUX ADJ SCONJ PRON PUNCT	PRO NOW MOR REL PRO NIL	U bent langer dan ik .
PRON AUX ADJ ADP PROPN PROPN NOUN PUNCT	PRO NOW IST REL PER HAS ROL NIL	Ik ben verliefd op Tom s vrouw .
PRON AUX ADJ NOUN ADP PROPN AUX PUNCT	PRO NOW QUV CON REL GPE EXT NIL	Ik ben verschillende keren in Italië geweest .
ADV VERB DET NOUN PUNCT	QUE ENS DEF CON QUE	Waar is de bushalte ?
ADV VERB NUM NOUN PUNCT SCONJ PRON PUNCT	NIL ENS QUC CON NIL REL PRO NIL	Er zijn zes mensen , inclusief hem .
DET NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Wiens gitaar is dit ?
PROPN AUX ADV ADV ADJ SCONJ PROPN PUNCT	GPE NOW NOT EQU IST REL GPE NIL	België is niet zo groot als Frankrijk .
PRON VERB PRON PUNCT	PRO ENS PRO NIL	Ik begrijp het .
ADP DET NOUN VERB NOUN PUNCT	REL QUE CON ENS PER QUE	Voor welk bedrijf werkt Sid~Gregory ?
NUM NOUN NUM AUX NUM PUNCT	QUC CON QUC EXS QUC NIL	Twee maal zeven is veertien .
PRON VERB ADP PRON ADP DET ADJ NOUN PUNCT	PRO EPS REL PRO REL DEF ORD CON NIL	Ik streed met hem om de eerste prijs .
PRON VERB PRON NUM NOUN PUNCT	PRO EPS PRO QUC UOM NIL	Ik betaalde hem vijf dollar .
PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRO EPS HAS CON REL DEF CON NIL	Ze drukte haar neus tegen de ruit .
DET NOUN VERB NOUN PUNCT	DEF ROL EPS REL NIL	De dief rende weg .
PRON VERB PRON PUNCT	PRO ENS NOT NIL	Ik doe niets .
DET NOUN VERB DET NOUN ADP PUNCT	DEF CON EPS DEF CON REL NIL	De wolf ging het kippenhok in .
PRON NOUN VERB ADP DET NOUN ADP PROPN PUNCT	HAS ROL ENS REL DEF CON REL GPE NIL	Mijn oom leeft in het oosten van Spanje .
NOUN VERB ADP DET ADJ NOUN PUNCT	PER ENS REL DEF GPO ORG NIL	David~Cameron behoort tot de Britse Conservatieve~Partij .
PRON AUX PRON DET PROPN VERB PUNCT	PRO NOW PRO DIS CON EXT NIL	Ik heb hem een Cd geleend .
PRON AUX ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Hij was in de rij .
PRON AUX NUM NOUN ADJ PUNCT	PRO NOW QUC UOM IST NIL	Ze is acht maanden zwanger .
DET NOUN VERB NUM NOUN PUNCT	DEF CON ENS QUC UOM NIL	De sigaren kosten twee mark .
PRON VERB ADJ ADP PROPN PUNCT	PRO ENS NOW REL GPE NIL	Ik woon momenteel in Kunming .
PRON AUX ADV ADV ADJ PUNCT	PRO NOW EMP NOT IST NIL	Ik ben helemaal niet bang .
PRON AUX ADV ADJ PUNCT	PRO NOW NOT IST NIL	Dit is niet normaal .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	Zij sloeg hem in het gezicht .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	De taart is heerlijk .
DET PROPN AUX VERB ADP PROPN PUNCT	DEF ART PST EXS REL PER NIL	De Mona~Lisa is geschilderd door Leonardo~da~Vinci .
DET NOUN VERB ADP NOUN ADP PROPN PUNCT	DEF CON ENS REL CON REL GPE NIL	Het eiland ligt ten westen van Japan .
DET NOUN AUX ADV ADJ DET NOUN PUNCT	DEF CON ENS NOT APX DEF CON NIL	De stoel is niet dichtbij het raam .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Ik ben rechtshandig .
DET NOUN AUX ADV ADJ PUNCT	DEF CON PST NOT IST NIL	De deur was niet dicht .
DET NOUN AUX ADJ ADV ADJ PUNCT	DST ROL NOW EMP NOT IST NIL	Die politicus is totaal niet eerlijk .
PRON AUX ADJ CCONJ NOUN PUNCT	PRO NOW DEG AND IST NIL	Hij is jong en vrijgezel .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom keek naar de maan .
PRON VERB ADP PROPN ADP PROPN PUNCT	PRO EPS REL GPE REL GPE NIL	Hij vloog van London naar Parijs .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Hij heeft een bier besteld .
PROPN AUX PRON VERB PUNCT	PER NOW PRO EXT NIL	Betty heeft hem gedood .
PRON VERB ADV PROPN PUNCT	PRO ENS NOW GPE NIL	Ze bezoekt nu Parijs .
PRON AUX ADJ ADP DET NOUN PUNCT	PRO NOW IST REL DEF CON NIL	Hij is bang voor de honden .
PRON AUX NOUN ADP PROPN PUNCT	QUE ENS ROL REL ORG QUE	Wie is bestuursvoorzitter van Fiat ?
NUM NOUN VERB ADJ PUNCT	QUE CON ENS PER QUE	Hoeveel kinderen heeft Anthony~Quinn ?
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom is allergisch voor pinda's .
PROPN VERB NOUN PUNCT	PER ENS CON NIL	Melanie drinkt melk .
DET NOUN VERB ADP ADP DET NOUN PUNCT	DEF CON ENS REL REL DEF GEO NIL	De rivier stroomt uit in de Pacifische~oceaan .
DET NOUN ADP DET PROPN AUX VERB ADP NOUN PUNCT	DEF CON REL DEF GEO PST EXS REL CON NIL	De top van de Fuji was bedekt met sneeuw .
PRON AUX DET NOUN ADP DET NOUN VERB PUNCT	PRO NOW DEF CON REL DEF ROL EXT NIL	Ik heb de boeken aan deze student gegeven .
ADV VERB NOUN ADP DET NOUN PUNCT	NIL ENS CON REL DEF CON NIL	Er is melk in de koelkast .
PRON NOUN VERB DET PROPN PUNCT	HAS ROL ENS NOT CON NIL	Mijn ouders spreken geen Nederlands .
PROPN VERB NUM NOUN ADV PUNCT	PER EPS QUC UOM PST NIL	Marilyn~Monroe overleed 33 jaar geleden .
NUM NOUN VERB PRON PUNCT	QUE CON ENS PRO QUE	Hoeveel bloemen koop je ?
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	Ik hou van schaken .
DET NOUN AUX ADJ ADP NUM ADJ PUNCT	QUC UOM NOW IST REL QUC UOM NIL	Een dollar is gelijk aan honderd dollarcent .
ADV VERB PROPN ADP DET NOUN PUNCT	PER EPS PER REL DEF CON NIL	Dan ontmoette Linda in de kerk .
PRON AUX ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	Ik ben allergisch voor katten .
PRON AUX NOUN PUNCT	PRO PST CLO NIL	Het was half~acht .
PROPN VERB ADP PROPN PUNCT	PER EPS REL ORG NIL	Beverly werkte voor WEDCOR .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Kieslowski is een filmregisseur .
PRON VERB PRON NUM NOUN PUNCT	PRO EPS PRO QUC UOM NIL	Ik betaalde hem vijf dollar .
PRON VERB VERB ADP DET NOUN PUNCT	PRO PST EXG REL DEF CON NIL	Hij ging vissen in de rivier .
ADV AUX PROPN VERB PUNCT	QUE PST PER EXS QUE	Waar is Adolf~Hitler geboren ?
DET NOUN VERB ADP ADP PROPN PUNCT	DEF CON EPS REL REL GPE NIL	De trein kwam aan in Londen .
PRON AUX ADP NOUN VERB PUNCT	PRO NEC REL CLO EXS NIL	Je moet om zes~uur opstaan .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	De lucht is bewolkt .
PRON AUX PROPN PUNCT	PRO NOW CLO NIL	Het is tien~minuten~voor~elf .
PROPN VERB ADP DET NOUN ADP DET NOUN PUNCT	PER ENS REL DEF CON REL DEF CON NIL	Tom woont in het hart van de stad .
NOUN AUX ADJ PUNCT	PER NOW IST NIL	Maria is linkshandig .
PROPN AUX ADV ADJ ADP PROPN PUNCT	CON NOW INT IST REL GPE NIL	Fastfood is zeer populair in Japan .
PRON VERB DET NOUN SCONJ PRON PROPN VERB PUNCT	PRO EPS DEF CON REL PRO GPE EPS NIL	We zagen de vogel toen we Okinawa bezochten .
PRON NOUN VERB ADP DET NOUN PUNCT	HAS ROL ENS REL DIS CON NIL	Mijn vrouw lijdt aan een longontsteking .
PRON AUX PROPN VERB PUNCT	PRO NOW ALT EXT NIL	Ik heb keer~op~keer geprobeerd .
PRON AUX VERB ADP DET NOUN ADP NUM ADJ NOUN PUNCT	PRO PST EXS REL DEF CON REL QUC IST CON NIL	Ze werd gediskwalificeerd van de race wegens twee valse starts .
NOUN PROPN AUX ADV ADJ ADP NOUN PUNCT	ROL PER NOW INT IST REL CON NIL	Mevrouw Ogawa is zeer goed in tennis .
PRON AUX ADV ADJ SCONJ PRON PUNCT	PRO NOW NOT MOR REL PRO NIL	Hij is niet dommer dan jij .
NOUN VERB ADP NOUN PUNCT	PER ENS REL GEO NIL	Dean~Lynn~Hart woont in Truckee~River~Trail .
ADJ AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Nikos~Kourkoulos was een Griekse acteur .
NOUN AUX DET ADJ NOUN PUNCT	PER ENS DIS GPO ROL NIL	Klaus~Pohl is een Duitse toneelschrijver .
PRON NOUN AUX ADP NUM VERB PUNCT	HAS ROL PST REL YOC EXS NIL	Mijn grootvader werd in 1920 geboren .
PRON VERB PRON ADP PRON NOUN PUNCT	PRO EPS PRO REL HAS CON NIL	Ik vertelde hem over onze school .
ADV AUX DET ADJ NOUN PUNCT	NTH ENS DIS GPO CON NIL	Tux is een antarctische vogel .
DET NOUN AUX ADP NOUN PUNCT	DEF CON NOW NOT IST NIL	De lift is buiten werking .
PRON VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON REL DEF CON NIL	Ik nam een taxi van het treinstation naar het hotel .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Ken is gelukkig .
PRON VERB ADP ADP DET NOUN PUNCT	PRO EPS REL REL DIS CON NIL	Hij gleed uit over een bananenschil .
PRON AUX ADJ PUNCT	AND NOW IST NIL	Iedereen is gelukkig .
PRON AUX VERB PUNCT	PRO NOW IST NIL	Ik heb dorst .
CCONJ PRON AUX PRON ADV VERB PUNCT	BUT PRO ENS PRO NOT EXT NIL	Maar we kunnen hem niet verstaan .
PRON AUX DET NOUN PUNCT	DST ENS DEF CON NIL	Dat is de bushalte .
PRON AUX ADV VERB SCONJ PRON ADJ AUX PUNCT	PRO NOW NIL IST SUB PRO IST NOW NIL	Ik ben ervan overtuigd dat hij onschuldig is .
PRON VERB PRON DET ADJ NOUN PUNCT	PRO EPS PRO DIS IST CON NIL	Ze gaf me een charmerende glimlach .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Mary sloeg Tom .
DET NOUN AUX ADJ ADP NOUN PUNCT	DEF CON NOW IST REL CON NIL	De katten zijn bang voor water .
PRON AUX ADJ NOUN ADV VERB PUNCT	PRO POS IST CON NOT EXS NIL	Ik kan luidruchtige kinderen niet verdragen .
VERB DET NOUN ADP PROPN PUNCT	EXS DIS CON REL PER NIL	Noem een ouverture van Berlioz .
DET NOUN VERB ADP PRON NOUN PUNCT	DEF CON EPS REL HAS ROL NIL	Het kind rende naar zijn moeder .
PROPN VERB ADP NUM PUNCT	PER EPS REL YOC NIL	Oscar~Chisini stierf in 1967 .
PRON VERB ADJ PUNCT	PRO EPS CON NIL	Ik at kaviaar .
PRON VERB DET NOUN ADJ PUNCT	PRO EPS DEF CON COL NIL	Hij verfde het plafond blauw .
SCONJ PRON DET NOUN VERB PUNCT AUX PRON DET NOUN VERB PUNCT	SUB PRO PRX CON ENS NIL FUT PRO DEF CON EXS NIL	Als ge deze bus neemt , zult ge het dorp bereiken .
PRON VERB ADV ADP PRON NOUN PUNCT	PRO NOW IST REL HAS CON NIL	Ik heb genoeg van haar klachten .
PRON VERB PROPN DET NOUN PUNCT	PRO EPS PER DIS CON NIL	Ik gaf Tom een kalmeringsmiddel .
ADV VERB DET NOUN PROPN ADP PUNCT	QUE ENS DEF CON LIT REL QUE	Waar staat de afkorting ETA voor ?
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DEF CON NIL	Ze nam de taxi naar het ziekenhuis .
AUX PRON ADV ADJ PUNCT	NOW PRO EMP IST QUE	Ben ik zo voorspelbaar ?
ADJ NOUN AUX ADJ ADP NOUN ADP ADJ NOUN PUNCT	IST CON NOW IST REL CON REL GPO CON NIL	Atletische jongens zijn populair bij meisjes in Amerikaanse scholen .
PRON AUX PRON DET NOUN VERB PUNCT	PRO FUT PRO PRX CON EXS NIL	Ik zal jou dit boek geven .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	Zij sloeg hem in het gezicht .
PRON VERB PUNCT	NIL ENS NIL	Het sneeuwt .
ADV VERB PROPN PUNCT	QUE ENS PER QUE	Waar werkt Raymond~Pettibon ?
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	Ze houdt van aardappelsalade .
PROPN AUX VERB ADP NOUN PUNCT	PER ENS CON REL CON NIL	Jezus heeft buikspieren van staal .
PROPN VERB ADP NUM DET NOUN NOUN PUNCT	ORG EPS REL YOC DIS QUC UOM NIL	Lukoil verdiende in 2004 een miljard dollar .
AUX PRON PRON NOUN VERB PUNCT	FUT PRO HAS CON EXS QUE	Zal ik uw jas dragen ?
PRON AUX PROPN PUNCT	PRO NOW IST NIL	Hij is lui .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Hij overtrad de wet .
ADV VERB PRON ADJ PUNCT	POS PST PRO IST NIL	Misschien was hij ziek .
PRON AUX VERB CCONJ NOUN PUNCT	PRO PST EXS COO EXS NIL	Hij was gemarteld en gemoord .
DET NOUN VERB PUNCT	DEF CON ENS NIL	De vogel vliegt .
PRON NOUN VERB ADV NOUN PUNCT	HAS CON ENS ALT CON NIL	Mijn hond kijkt ook tv .
